plan_id,plan_date,plant_id,line_id,product_id,planned_quantity,planned_capacity_units,capacity_utilization_plan,plan_version,planner_id,source_system
PLAN-20260602-L04,2026-06-02,P02,L04,PRD-010,23799,34380,0.692,v1,PLN-010,APS
PLAN-20260602-L05,2026-06-02,P03,L05,PRD-064,36478,44946,0.812,v2,PLN-009,APS
PLAN-20260602-L06,2026-06-02,P03,L06,PRD-059,54032,84438,0.64,v1,PLN-010,APS
PLAN-20260603-L01,2026-06-03,P01,L01,PRD-031,48584,58068,0.837,v2,PLN-009,APS
PLAN-20260603-L02,2026-06-03,P01,L02,PRD-015,60373,82062,0.736,v2,PLN-002,APS
PLAN-20260603-L03,2026-06-03,P02,L03,PRD-077,34519,52992,0.651,v2,PLN-011,APS
PLAN-20260603-L04,2026-06-03,P02,L04,PRD-006,27214,34380,0.792,v3,PLN-008,APS
PLAN-20260603-L05,2026-06-03,P03,L05,PRD-049,36560,44946,0.813,v3,PLN-007,APS
PLAN-20260603-L06,2026-06-03,P03,L06,PRD-035,63810,84438,0.756,v2,PLN-001,APS
PLAN-20260604-L01,2026-06-04,P01,L01,PRD-029,38307,58068,0.66,v3,PLN-004,APS
PLAN-20260604-L02,2026-06-04,P01,L02,PRD-053,62524,82062,0.762,v3,PLN-003,APS
PLAN-20260604-L03,2026-06-04,P02,L03,PRD-066,43794,52992,0.826,v2,PLN-002,APS
PLAN-20260604-L04,2026-06-04,P02,L04,PRD-006,23305,34380,0.678,v3,PLN-003,APS
PLAN-20260604-L05,2026-06-04,P03,L05,PRD-009,29129,44946,0.648,v1,PLN-010,APS
PLAN-20260604-L06,2026-06-04,P03,L06,PRD-012,63989,84438,0.758,v1,PLN-006,APS
PLAN-20260605-L01,2026-06-05,P01,L01,PRD-028,43393,58068,0.747,v1,PLN-001,APS
PLAN-20260605-L02,2026-06-05,P01,L02,PRD-060,62984,82062,0.768,v1,PLN-006,APS
PLAN-20260605-L03,2026-06-05,P02,L03,PRD-073,40520,52992,0.765,v1,PLN-011,APS
PLAN-20260605-L04,2026-06-05,P02,L04,PRD-052,25413,34380,0.739,v2,PLN-004,APS
PLAN-20260605-L05,2026-06-05,P03,L05,PRD-015,30104,44946,0.67,v2,PLN-007,APS
PLAN-20260605-L06,2026-06-05,P03,L06,PRD-070,61310,84438,0.726,v3,PLN-001,APS
PLAN-20260606-L01,2026-06-06,P01,L01,PRD-079,32308,58068,0.556,v1,PLN-007,APS
PLAN-20260606-L02,2026-06-06,P01,L02,PRD-069,41356,82062,0.504,v3,PLN-004,APS
PLAN-20260606-L03,2026-06-06,P02,L03,PRD-075,29640,52992,0.559,v3,PLN-005,APS
PLAN-20260606-L04,2026-06-06,P02,L04,PRD-067,21693,34380,0.631,v2,PLN-002,APS
PLAN-20260606-L05,2026-06-06,P03,L05,PRD-045,22791,44946,0.507,v2,PLN-009,APS
PLAN-20260606-L06,2026-06-06,P03,L06,PRD-035,50351,84438,0.596,v2,PLN-006,APS
PLAN-20260607-L01,2026-06-07,P01,L01,PRD-050,28407,58068,0.489,v2,PLN-005,APS
PLAN-20260607-L02,2026-06-07,P01,L02,PRD-045,42892,82062,0.523,v1,PLN-006,APS
PLAN-20260607-L03,2026-06-07,P02,L03,PRD-042,26807,52992,0.506,v1,PLN-003,APS
PLAN-20260607-L04,2026-06-07,P02,L04,PRD-023,22190,34380,0.645,v1,PLN-003,APS
PLAN-20260607-L05,2026-06-07,P03,L05,PRD-031,26738,44946,0.595,v3,PLN-006,APS
PLAN-20260607-L06,2026-06-07,P03,L06,PRD-017,51744,84438,0.613,v3,PLN-004,APS
PLAN-20260608-L01,2026-06-08,P01,L01,PRD-064,46942,58068,0.808,v3,PLN-004,APS
PLAN-20260608-L02,2026-06-08,P01,L02,PRD-005,64336,82062,0.784,v1,PLN-012,APS
PLAN-20260608-L03,2026-06-08,P02,L03,PRD-017,34893,52992,0.658,v1,PLN-011,APS
PLAN-20260608-L04,2026-06-08,P02,L04,PRD-066,27464,34380,0.799,v3,PLN-011,APS
PLAN-20260608-L05,2026-06-08,P03,L05,PRD-043,36654,44946,0.816,v2,PLN-002,APS
PLAN-20260608-L06,2026-06-08,P03,L06,PRD-017,71481,84438,0.847,v3,PLN-003,APS
PLAN-20260609-L01,2026-06-09,P01,L01,PRD-028,50904,58068,0.877,v3,PLN-011,APS
PLAN-20260609-L02,2026-06-09,P01,L02,PRD-053,70233,82062,0.856,v1,PLN-007,APS
PLAN-20260609-L03,2026-06-09,P02,L03,PRD-037,44038,52992,0.831,v2,PLN-002,APS
PLAN-20260609-L04,2026-06-09,P02,L04,PRD-048,25814,34380,0.751,v3,PLN-007,APS
PLAN-20260609-L05,2026-06-09,P03,L05,PRD-075,31051,44946,0.691,v1,PLN-010,APS
PLAN-20260609-L06,2026-06-09,P03,L06,PRD-014,69468,84438,0.823,v1,PLN-004,APS
PLAN-20260610-L01,2026-06-10,P01,L01,PRD-029,42254,58068,0.728,v3,PLN-003,APS
PLAN-20260610-L02,2026-06-10,P01,L02,PRD-017,65529,82062,0.799,v3,PLN-011,APS
PLAN-20260610-L03,2026-06-10,P02,L03,PRD-024,38416,52992,0.725,v1,PLN-007,APS
PLAN-20260610-L04,2026-06-10,P02,L04,PRD-049,22574,34380,0.657,v2,PLN-003,APS
PLAN-20260610-L05,2026-06-10,P03,L05,PRD-033,31687,44946,0.705,v3,PLN-007,APS
PLAN-20260610-L06,2026-06-10,P03,L06,PRD-040,71425,84438,0.846,v1,PLN-003,APS
PLAN-20260611-L01,2026-06-11,P01,L01,PRD-060,39777,58068,0.685,v2,PLN-010,APS
PLAN-20260611-L02,2026-06-11,P01,L02,PRD-020,70699,82062,0.862,v3,PLN-009,APS
PLAN-20260611-L03,2026-06-11,P02,L03,PRD-071,45985,52992,0.868,v1,PLN-002,APS
PLAN-20260611-L04,2026-06-11,P02,L04,PRD-032,23061,34380,0.671,v2,PLN-009,APS
PLAN-20260611-L05,2026-06-11,P03,L05,PRD-015,34064,44946,0.758,v2,PLN-003,APS
PLAN-20260611-L06,2026-06-11,P03,L06,PRD-070,64562,84438,0.765,v2,PLN-001,APS
PLAN-20260612-L01,2026-06-12,P01,L01,PRD-061,42803,58068,0.737,v2,PLN-010,APS
PLAN-20260612-L02,2026-06-12,P01,L02,PRD-037,67245,82062,0.819,v1,PLN-008,APS
PLAN-20260612-L03,2026-06-12,P02,L03,PRD-050,43458,52992,0.82,v2,PLN-003,APS
PLAN-20260612-L04,2026-06-12,P02,L04,PRD-036,29332,34380,0.853,v3,PLN-005,APS
PLAN-20260612-L05,2026-06-12,P03,L05,PRD-052,35163,44946,0.782,v2,PLN-008,APS
PLAN-20260612-L06,2026-06-12,P03,L06,PRD-012,54958,84438,0.651,v2,PLN-003,APS
PLAN-20260613-L01,2026-06-13,P01,L01,PRD-001,30311,58068,0.522,v3,PLN-006,APS
PLAN-20260613-L02,2026-06-13,P01,L02,PRD-037,44865,82062,0.547,v1,PLN-010,APS
PLAN-20260613-L03,2026-06-13,P02,L03,PRD-045,31899,52992,0.602,v2,PLN-005,APS
PLAN-20260613-L04,2026-06-13,P02,L04,PRD-049,19038,34380,0.554,v3,PLN-003,APS
PLAN-20260613-L05,2026-06-13,P03,L05,PRD-063,23520,44946,0.523,v3,PLN-006,APS
PLAN-20260613-L06,2026-06-13,P03,L06,PRD-012,42410,84438,0.502,v2,PLN-005,APS
PLAN-20260614-L01,2026-06-14,P01,L01,PRD-064,33081,58068,0.57,v3,PLN-012,APS
PLAN-20260614-L02,2026-06-14,P01,L02,PRD-079,49593,82062,0.604,v1,PLN-001,APS
PLAN-20260614-L03,2026-06-14,P02,L03,PRD-012,30599,52992,0.577,v2,PLN-004,APS
PLAN-20260614-L04,2026-06-14,P02,L04,PRD-040,19980,34380,0.581,v3,PLN-007,APS
PLAN-20260614-L05,2026-06-14,P03,L05,PRD-021,26440,44946,0.588,v1,PLN-009,APS
PLAN-20260614-L06,2026-06-14,P03,L06,PRD-062,44366,84438,0.525,v3,PLN-002,APS
PLAN-20260615-L01,2026-06-15,P01,L01,PRD-072,44427,58068,0.765,v1,PLN-002,APS
PLAN-20260615-L02,2026-06-15,P01,L02,PRD-024,61143,82062,0.745,v1,PLN-004,APS
PLAN-20260615-L03,2026-06-15,P02,L03,PRD-050,36503,52992,0.689,v3,PLN-005,APS
PLAN-20260615-L04,2026-06-15,P02,L04,PRD-051,22753,34380,0.662,v2,PLN-005,APS
PLAN-20260615-L05,2026-06-15,P03,L05,PRD-078,36573,44946,0.814,v1,PLN-006,APS
PLAN-20260615-L06,2026-06-15,P03,L06,PRD-070,58170,84438,0.689,v3,PLN-005,APS
PLAN-20260616-L01,2026-06-16,P01,L01,PRD-080,50792,58068,0.875,v1,PLN-004,APS
PLAN-20260616-L02,2026-06-16,P01,L02,PRD-063,65495,82062,0.798,v1,PLN-001,APS
PLAN-20260616-L03,2026-06-16,P02,L03,PRD-048,44385,52992,0.838,v2,PLN-011,APS
PLAN-20260616-L04,2026-06-16,P02,L04,PRD-041,27865,34380,0.811,v3,PLN-004,APS
PLAN-20260616-L05,2026-06-16,P03,L05,PRD-039,35684,44946,0.794,v2,PLN-010,APS
PLAN-20260616-L06,2026-06-16,P03,L06,PRD-067,70160,84438,0.831,v1,PLN-011,APS
PLAN-20260617-L01,2026-06-17,P01,L01,PRD-047,41247,58068,0.71,v2,PLN-003,APS
PLAN-20260617-L02,2026-06-17,P01,L02,PRD-029,71975,82062,0.877,v3,PLN-004,APS
PLAN-20260617-L03,2026-06-17,P02,L03,PRD-040,39703,52992,0.749,v1,PLN-008,APS
PLAN-20260617-L04,2026-06-17,P02,L04,PRD-072,28701,34380,0.835,v1,PLN-003,APS
PLAN-20260617-L05,2026-06-17,P03,L05,PRD-062,35344,44946,0.786,v1,PLN-006,APS
PLAN-20260617-L06,2026-06-17,P03,L06,PRD-067,68841,84438,0.815,v3,PLN-011,APS
PLAN-20260618-L01,2026-06-18,P01,L01,PRD-074,42497,58068,0.732,v3,PLN-011,APS
PLAN-20260618-L02,2026-06-18,P01,L02,PRD-061,67957,82062,0.828,v2,PLN-005,APS
PLAN-20260618-L03,2026-06-18,P02,L03,PRD-066,46089,52992,0.87,v1,PLN-004,APS
PLAN-20260618-L04,2026-06-18,P02,L04,PRD-041,28620,34380,0.832,v3,PLN-004,APS
PLAN-20260618-L05,2026-06-18,P03,L05,PRD-040,37003,44946,0.823,v2,PLN-002,APS
PLAN-20260618-L06,2026-06-18,P03,L06,PRD-006,70566,84438,0.836,v1,PLN-005,APS
PLAN-20260619-L01,2026-06-19,P01,L01,PRD-009,41649,58068,0.717,v2,PLN-006,APS
PLAN-20260619-L02,2026-06-19,P01,L02,PRD-031,66648,82062,0.812,v2,PLN-002,APS
PLAN-20260619-L03,2026-06-19,P02,L03,PRD-070,42575,52992,0.803,v1,PLN-001,APS
PLAN-20260619-L04,2026-06-19,P02,L04,PRD-049,27749,34380,0.807,v3,PLN-006,APS
PLAN-20260619-L05,2026-06-19,P03,L05,PRD-019,34283,44946,0.763,v3,PLN-001,APS
PLAN-20260619-L06,2026-06-19,P03,L06,PRD-022,56248,84438,0.666,v3,PLN-004,APS
PLAN-20260620-L01,2026-06-20,P01,L01,PRD-020,36479,58068,0.628,v2,PLN-002,APS
PLAN-20260620-L02,2026-06-20,P01,L02,PRD-004,53358,82062,0.65,v1,PLN-004,APS
PLAN-20260620-L03,2026-06-20,P02,L03,PRD-002,26718,52992,0.504,v1,PLN-008,APS
PLAN-20260620-L04,2026-06-20,P02,L04,PRD-032,22565,34380,0.656,v3,PLN-002,APS
PLAN-20260620-L05,2026-06-20,P03,L05,PRD-044,24295,44946,0.541,v3,PLN-007,APS
PLAN-20260620-L06,2026-06-20,P03,L06,PRD-067,47348,84438,0.561,v2,PLN-008,APS
PLAN-20260621-L01,2026-06-21,P01,L01,PRD-072,34257,58068,0.59,v3,PLN-010,APS
PLAN-20260621-L02,2026-06-21,P01,L02,PRD-031,47880,82062,0.583,v2,PLN-007,APS
PLAN-20260621-L03,2026-06-21,P02,L03,PRD-012,32003,52992,0.604,v1,PLN-006,APS
PLAN-20260621-L04,2026-06-21,P02,L04,PRD-017,22827,34380,0.664,v2,PLN-002,APS
PLAN-20260621-L05,2026-06-21,P03,L05,PRD-012,26938,44946,0.599,v3,PLN-008,APS
PLAN-20260621-L06,2026-06-21,P03,L06,PRD-022,43413,84438,0.514,v3,PLN-002,APS
PLAN-20260622-L01,2026-06-22,P01,L01,PRD-013,41503,58068,0.715,v1,PLN-004,APS
PLAN-20260622-L02,2026-06-22,P01,L02,PRD-011,54699,82062,0.667,v1,PLN-012,APS
PLAN-20260622-L03,2026-06-22,P02,L03,PRD-040,38373,52992,0.724,v3,PLN-006,APS
PLAN-20260622-L04,2026-06-22,P02,L04,PRD-006,23242,34380,0.676,v3,PLN-001,APS
PLAN-20260622-L05,2026-06-22,P03,L05,PRD-050,29941,44946,0.666,v3,PLN-007,APS
PLAN-20260622-L06,2026-06-22,P03,L06,PRD-038,59563,84438,0.705,v2,PLN-007,APS
PLAN-20260623-L01,2026-06-23,P01,L01,PRD-013,49407,58068,0.851,v1,PLN-005,APS
PLAN-20260623-L02,2026-06-23,P01,L02,PRD-063,73819,82062,0.9,v3,PLN-002,APS
PLAN-20260623-L03,2026-06-23,P02,L03,PRD-048,42312,52992,0.798,v2,PLN-003,APS
PLAN-20260623-L04,2026-06-23,P02,L04,PRD-006,28870,34380,0.84,v2,PLN-011,APS
PLAN-20260623-L05,2026-06-23,P03,L05,PRD-025,36592,44946,0.814,v3,PLN-001,APS
PLAN-20260623-L06,2026-06-23,P03,L06,PRD-009,68023,84438,0.806,v2,PLN-010,APS
PLAN-20260624-L01,2026-06-24,P01,L01,PRD-013,46884,58068,0.807,v3,PLN-005,APS
PLAN-20260624-L02,2026-06-24,P01,L02,PRD-011,55072,82062,0.671,v2,PLN-004,APS
PLAN-20260624-L03,2026-06-24,P02,L03,PRD-077,40111,52992,0.757,v1,PLN-010,APS
PLAN-20260624-L04,2026-06-24,P02,L04,PRD-036,30371,34380,0.883,v3,PLN-011,APS
PLAN-20260624-L05,2026-06-24,P03,L05,PRD-020,31892,44946,0.71,v3,PLN-007,APS
PLAN-20260624-L06,2026-06-24,P03,L06,PRD-074,59446,84438,0.704,v2,PLN-002,APS
PLAN-20260625-L01,2026-06-25,P01,L01,PRD-060,46034,58068,0.793,v2,PLN-002,APS
PLAN-20260625-L02,2026-06-25,P01,L02,PRD-031,58398,82062,0.712,v1,PLN-012,APS
PLAN-20260625-L03,2026-06-25,P02,L03,PRD-015,43600,52992,0.823,v1,PLN-007,APS
PLAN-20260625-L04,2026-06-25,P02,L04,PRD-017,25257,34380,0.735,v1,PLN-005,APS
PLAN-20260625-L05,2026-06-25,P03,L05,PRD-033,39151,44946,0.871,v1,PLN-005,APS
PLAN-20260625-L06,2026-06-25,P03,L06,PRD-069,76192,84438,0.902,v1,PLN-011,APS
PLAN-20260626-L01,2026-06-26,P01,L01,PRD-074,42013,58068,0.724,v2,PLN-005,APS
PLAN-20260626-L02,2026-06-26,P01,L02,PRD-045,71086,82062,0.866,v1,PLN-006,APS
PLAN-20260626-L03,2026-06-26,P02,L03,PRD-040,36240,52992,0.684,v1,PLN-006,APS
PLAN-20260626-L04,2026-06-26,P02,L04,PRD-041,26216,34380,0.763,v2,PLN-010,APS
PLAN-20260626-L05,2026-06-26,P03,L05,PRD-055,35408,44946,0.788,v2,PLN-006,APS
PLAN-20260626-L06,2026-06-26,P03,L06,PRD-059,70967,84438,0.84,v2,PLN-005,APS
PLAN-20260627-L01,2026-06-27,P01,L01,PRD-050,39223,58068,0.675,v3,PLN-004,APS
PLAN-20260627-L02,2026-06-27,P01,L02,PRD-035,45885,82062,0.559,v1,PLN-004,APS
PLAN-20260627-L03,2026-06-27,P02,L03,PRD-015,29343,52992,0.554,v3,PLN-001,APS
PLAN-20260627-L04,2026-06-27,P02,L04,PRD-048,23075,34380,0.671,v2,PLN-003,APS
PLAN-20260627-L05,2026-06-27,P03,L05,PRD-064,25113,44946,0.559,v2,PLN-007,APS
PLAN-20260627-L06,2026-06-27,P03,L06,PRD-038,47281,84438,0.56,v1,PLN-007,APS
PLAN-20260628-L01,2026-06-28,P01,L01,PRD-080,31834,58068,0.548,v2,PLN-001,APS
PLAN-20260628-L02,2026-06-28,P01,L02,PRD-053,46655,82062,0.569,v3,PLN-004,APS
PLAN-20260628-L03,2026-06-28,P02,L03,PRD-053,29602,52992,0.559,v3,PLN-009,APS
PLAN-20260628-L04,2026-06-28,P02,L04,PRD-036,18357,34380,0.534,v2,PLN-004,APS
PLAN-20260628-L05,2026-06-28,P03,L05,PRD-079,28231,44946,0.628,v3,PLN-012,APS
PLAN-20260628-L06,2026-06-28,P03,L06,PRD-006,52725,84438,0.624,v1,PLN-002,APS
PLAN-20260629-L01,2026-06-29,P01,L01,PRD-025,42538,58068,0.733,v2,PLN-010,APS
PLAN-20260629-L02,2026-06-29,P01,L02,PRD-060,60027,82062,0.731,v3,PLN-011,APS
PLAN-20260629-L03,2026-06-29,P02,L03,PRD-023,42011,52992,0.793,v3,PLN-001,APS
PLAN-20260629-L04,2026-06-29,P02,L04,PRD-051,28984,34380,0.843,v2,PLN-002,APS
PLAN-20260629-L05,2026-06-29,P03,L05,PRD-040,35454,44946,0.789,v3,PLN-009,APS
PLAN-20260629-L06,2026-06-29,P03,L06,PRD-080,57650,84438,0.683,v1,PLN-006,APS
PLAN-20260630-L01,2026-06-30,P01,L01,PRD-001,47799,58068,0.823,v2,PLN-009,APS
PLAN-20260630-L02,2026-06-30,P01,L02,PRD-039,70358,82062,0.857,v1,PLN-005,APS
PLAN-20260630-L03,2026-06-30,P02,L03,PRD-063,47368,52992,0.894,v3,PLN-005,APS
PLAN-20260630-L04,2026-06-30,P02,L04,PRD-003,24893,34380,0.724,v1,PLN-012,APS
PLAN-20260630-L05,2026-06-30,P03,L05,PRD-044,35932,44946,0.799,v2,PLN-004,APS
PLAN-20260630-L06,2026-06-30,P03,L06,PRD-015,59066,84438,0.7,v3,PLN-008,APS
PLAN-20260701-L01,2026-07-01,P01,L01,PRD-066,41989,58068,0.723,v1,PLN-006,APS
PLAN-20260701-L02,2026-07-01,P01,L02,PRD-053,59358,82062,0.723,v3,PLN-008,APS
PLAN-20260701-L03,2026-07-01,P02,L03,PRD-077,44785,52992,0.845,v1,PLN-002,APS
PLAN-20260701-L04,2026-07-01,P02,L04,PRD-001,28156,34380,0.819,v1,PLN-008,APS
PLAN-20260701-L05,2026-07-01,P03,L05,PRD-020,33729,44946,0.75,v2,PLN-003,APS
PLAN-20260701-L06,2026-07-01,P03,L06,PRD-064,76746,84438,0.909,v2,PLN-003,APS
PLAN-20260702-L01,2026-07-02,P01,L01,PRD-064,44076,58068,0.759,v2,PLN-012,APS
PLAN-20260702-L02,2026-07-02,P01,L02,PRD-030,67214,82062,0.819,v1,PLN-006,APS
PLAN-20260702-L03,2026-07-02,P02,L03,PRD-066,47402,52992,0.895,v2,PLN-009,APS
PLAN-20260702-L04,2026-07-02,P02,L04,PRD-040,31429,34380,0.914,v1,PLN-011,APS
PLAN-20260702-L05,2026-07-02,P03,L05,PRD-006,33886,44946,0.754,v1,PLN-012,APS
PLAN-20260702-L06,2026-07-02,P03,L06,PRD-064,70788,84438,0.838,v3,PLN-004,APS
PLAN-20260703-L01,2026-07-03,P01,L01,PRD-028,39939,58068,0.688,v2,PLN-011,APS
PLAN-20260703-L02,2026-07-03,P01,L02,PRD-069,72475,82062,0.883,v3,PLN-006,APS
PLAN-20260703-L03,2026-07-03,P02,L03,PRD-037,36799,52992,0.694,v2,PLN-009,APS
PLAN-20260703-L04,2026-07-03,P02,L04,PRD-024,27123,34380,0.789,v2,PLN-004,APS
PLAN-20260703-L05,2026-07-03,P03,L05,PRD-015,35742,44946,0.795,v1,PLN-004,APS
PLAN-20260703-L06,2026-07-03,P03,L06,PRD-061,76234,84438,0.903,v2,PLN-001,APS
PLAN-20260704-L01,2026-07-04,P01,L01,PRD-078,34588,58068,0.596,v2,PLN-006,APS
PLAN-20260704-L02,2026-07-04,P01,L02,PRD-075,57585,82062,0.702,v3,PLN-002,APS
PLAN-20260704-L03,2026-07-04,P02,L03,PRD-023,32470,52992,0.613,v2,PLN-004,APS
PLAN-20260704-L04,2026-07-04,P02,L04,PRD-002,23570,34380,0.686,v2,PLN-003,APS
PLAN-20260704-L05,2026-07-04,P03,L05,PRD-033,25734,44946,0.573,v1,PLN-006,APS
PLAN-20260704-L06,2026-07-04,P03,L06,PRD-069,43857,84438,0.519,v1,PLN-002,APS
PLAN-20260705-L01,2026-07-05,P01,L01,PRD-007,39909,58068,0.687,v1,PLN-009,APS
PLAN-20260705-L02,2026-07-05,P01,L02,PRD-053,49803,82062,0.607,v2,PLN-009,APS
PLAN-20260705-L03,2026-07-05,P02,L03,PRD-070,28527,52992,0.538,v1,PLN-001,APS
PLAN-20260705-L04,2026-07-05,P02,L04,PRD-013,21601,34380,0.628,v3,PLN-005,APS
PLAN-20260705-L05,2026-07-05,P03,L05,PRD-006,24394,44946,0.543,v2,PLN-006,APS
PLAN-20260705-L06,2026-07-05,P03,L06,PRD-009,50282,84438,0.595,v2,PLN-006,APS
PLAN-20260706-L01,2026-07-06,P01,L01,PRD-029,50931,58068,0.877,v1,PLN-004,APS
PLAN-20260706-L02,2026-07-06,P01,L02,PRD-011,57855,82062,0.705,v1,PLN-012,APS
PLAN-20260706-L03,2026-07-06,P02,L03,PRD-019,43194,52992,0.815,v1,PLN-010,APS
PLAN-20260706-L04,2026-07-06,P02,L04,PRD-041,26852,34380,0.781,v1,PLN-007,APS
PLAN-20260706-L05,2026-07-06,P03,L05,PRD-071,39555,44946,0.88,v1,PLN-007,APS
PLAN-20260706-L06,2026-07-06,P03,L06,PRD-017,74172,84438,0.878,v2,PLN-010,APS
PLAN-20260707-L01,2026-07-07,P01,L01,PRD-025,50883,58068,0.876,v3,PLN-007,APS
PLAN-20260707-L02,2026-07-07,P01,L02,PRD-011,59714,82062,0.728,v1,PLN-012,APS
PLAN-20260707-L03,2026-07-07,P02,L03,PRD-022,41719,52992,0.787,v1,PLN-006,APS
PLAN-20260707-L04,2026-07-07,P02,L04,PRD-029,31614,34380,0.92,v1,PLN-001,APS
PLAN-20260707-L05,2026-07-07,P03,L05,PRD-031,36330,44946,0.808,v1,PLN-005,APS
PLAN-20260707-L06,2026-07-07,P03,L06,PRD-024,71361,84438,0.845,v2,PLN-010,APS
PLAN-20260708-L01,2026-07-08,P01,L01,PRD-032,45758,58068,0.788,v3,PLN-001,APS
PLAN-20260708-L02,2026-07-08,P01,L02,PRD-063,68481,82062,0.835,v2,PLN-003,APS
PLAN-20260708-L03,2026-07-08,P02,L03,PRD-037,40725,52992,0.769,v2,PLN-011,APS
PLAN-20260708-L04,2026-07-08,P02,L04,PRD-031,29393,34380,0.855,v1,PLN-010,APS
PLAN-20260708-L05,2026-07-08,P03,L05,PRD-029,33392,44946,0.743,v3,PLN-003,APS
PLAN-20260708-L06,2026-07-08,P03,L06,PRD-071,60749,84438,0.719,v3,PLN-003,APS
PLAN-20260709-L01,2026-07-09,P01,L01,PRD-013,49376,58068,0.85,v2,PLN-004,APS
PLAN-20260709-L02,2026-07-09,P01,L02,PRD-036,68392,82062,0.833,v1,PLN-004,APS
PLAN-20260709-L03,2026-07-09,P02,L03,PRD-003,43963,52992,0.83,v1,PLN-002,APS
PLAN-20260709-L04,2026-07-09,P02,L04,PRD-067,24892,34380,0.724,v2,PLN-009,APS
PLAN-20260709-L05,2026-07-09,P03,L05,PRD-009,33865,44946,0.753,v2,PLN-002,APS
PLAN-20260709-L06,2026-07-09,P03,L06,PRD-073,72181,84438,0.855,v2,PLN-007,APS
PLAN-20260710-L01,2026-07-10,P01,L01,PRD-072,46717,58068,0.805,v2,PLN-002,APS
PLAN-20260710-L02,2026-07-10,P01,L02,PRD-007,78387,82062,0.955,v1,PLN-005,APS
PLAN-20260710-L03,2026-07-10,P02,L03,PRD-058,37567,52992,0.709,v2,PLN-002,APS
PLAN-20260710-L04,2026-07-10,P02,L04,PRD-013,32336,34380,0.941,v1,PLN-001,APS
PLAN-20260710-L05,2026-07-10,P03,L05,PRD-015,31999,44946,0.712,v1,PLN-012,APS
PLAN-20260710-L06,2026-07-10,P03,L06,PRD-056,62570,84438,0.741,v2,PLN-012,APS
PLAN-20260711-L01,2026-07-11,P01,L01,PRD-060,33397,58068,0.575,v3,PLN-004,APS
PLAN-20260711-L02,2026-07-11,P01,L02,PRD-062,55893,82062,0.681,v3,PLN-005,APS
PLAN-20260711-L03,2026-07-11,P02,L03,PRD-045,28810,52992,0.544,v1,PLN-008,APS
PLAN-20260711-L04,2026-07-11,P02,L04,PRD-010,23661,34380,0.688,v2,PLN-003,APS
PLAN-20260711-L05,2026-07-11,P03,L05,PRD-080,29048,44946,0.646,v1,PLN-004,APS
PLAN-20260711-L06,2026-07-11,P03,L06,PRD-037,60381,84438,0.715,v1,PLN-007,APS
PLAN-20260712-L01,2026-07-12,P01,L01,PRD-072,39448,58068,0.679,v3,PLN-011,APS
PLAN-20260712-L02,2026-07-12,P01,L02,PRD-024,47159,82062,0.575,v3,PLN-002,APS
PLAN-20260712-L03,2026-07-12,P02,L03,PRD-027,28953,52992,0.546,v1,PLN-005,APS
PLAN-20260712-L04,2026-07-12,P02,L04,PRD-001,18837,34380,0.548,v3,PLN-010,APS
PLAN-20260712-L05,2026-07-12,P03,L05,PRD-033,26327,44946,0.586,v2,PLN-007,APS
PLAN-20260712-L06,2026-07-12,P03,L06,PRD-015,57661,84438,0.683,v2,PLN-008,APS
PLAN-20260713-L01,2026-07-13,P01,L01,PRD-027,53075,58068,0.914,v3,PLN-002,APS
PLAN-20260713-L02,2026-07-13,P01,L02,PRD-008,77896,82062,0.949,v3,PLN-001,APS
PLAN-20260713-L03,2026-07-13,P02,L03,PRD-003,43646,52992,0.824,v3,PLN-009,APS
PLAN-20260713-L04,2026-07-13,P02,L04,PRD-041,25235,34380,0.734,v3,PLN-004,APS
PLAN-20260713-L05,2026-07-13,P03,L05,PRD-064,42731,44946,0.951,v2,PLN-009,APS
PLAN-20260713-L06,2026-07-13,P03,L06,PRD-043,77837,84438,0.922,v1,PLN-008,APS
PLAN-20260714-L01,2026-07-14,P01,L01,PRD-013,42492,58068,0.732,v2,PLN-006,APS
PLAN-20260714-L02,2026-07-14,P01,L02,PRD-005,73008,82062,0.89,v3,PLN-009,APS
PLAN-20260714-L03,2026-07-14,P02,L03,PRD-043,49435,52992,0.933,v1,PLN-004,APS
PLAN-20260714-L04,2026-07-14,P02,L04,PRD-032,24885,34380,0.724,v1,PLN-011,APS
PLAN-20260714-L05,2026-07-14,P03,L05,PRD-073,35745,44946,0.795,v2,PLN-007,APS
PLAN-20260714-L06,2026-07-14,P03,L06,PRD-009,62904,84438,0.745,v1,PLN-009,APS
PLAN-20260715-L01,2026-07-15,P01,L01,PRD-007,47265,58068,0.814,v2,PLN-011,APS
PLAN-20260715-L02,2026-07-15,P01,L02,PRD-071,63896,82062,0.779,v2,PLN-008,APS
PLAN-20260715-L03,2026-07-15,P02,L03,PRD-015,39965,52992,0.754,v1,PLN-010,APS
PLAN-20260715-L04,2026-07-15,P02,L04,PRD-059,32794,34380,0.954,v2,PLN-006,APS
PLAN-20260715-L05,2026-07-15,P03,L05,PRD-013,41081,44946,0.914,v3,PLN-002,APS
PLAN-20260715-L06,2026-07-15,P03,L06,PRD-035,64014,84438,0.758,v1,PLN-005,APS
PLAN-20260716-L01,2026-07-16,P01,L01,PRD-077,54221,58068,0.934,v1,PLN-006,APS
